ReportNumber,state_name,district,BeginDate,EndDate,Duration,Area,Source,NumberOfFatalities,NumberOfDisplaced,MainCause,Severity,FloodImpactIndex,event_year
27,Dadra & Nagar Havelli and Daman & Diu,Dadra And Nagar Haveli,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Goa,North Goa,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Goa,South Goa,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Gujarat,Dang,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Gujarat,Navsari,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Gujarat,Valsad,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Bagalkote,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Ballari,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Belagavi,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Chamarajanagara,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Chikkamagaluru,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Chitradurga,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Dakshina Kannada,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Davangere,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Dharwad,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Gadag,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Hassan,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Haveri,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Kodagu,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Koppal,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Mandya,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Mysuru,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Shivamogga,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Tumakuru,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Udupi,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Uttara Kannada,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Karnataka,Vijayapura,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Alappuzha,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Ernakulam,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Idukki,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Kannur,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Kasaragod,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Kollam,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Kottayam,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Kozhikode,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Malappuram,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Palakkad,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Pathanamthitta,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Thiruvananthapuram,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Thrissur,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Kerala,Wayanad,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Ahmednagar,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Aurangabad,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Beed,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Kolhapur,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Mumbai Suburban,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Nashik,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Palghar,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Pune,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Raigad,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Ratnagiri,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Sangli,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Satara,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Sindhudurg,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Solapur,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Maharashtra,Thane,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Puducherry,Mahe,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Coimbatore,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Dindigul,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Kanniyakumari,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Tenkasi,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,The Nilgiris,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Theni,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Tirunelveli,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Tiruppur,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
27,Tamil Nadu,Virudhunagar,1985-06-23,1985-06-27,5,254234.59502901,News,95,25000,Heavy rain,1,6.1042046512933,1985
33,Himachal Pradesh,Bilaspur,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Chamba,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Hamirpur,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Kangra,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Kullu,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Lahul And Spiti,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Mandi,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Solan,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Himachal Pradesh,Una,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Jammu & Kashmir,Doda,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Jammu & Kashmir,Kathua,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Jammu & Kashmir,Kishtwar,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Jammu & Kashmir,Samba,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Jammu & Kashmir,Udhampur,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Ladakh,Kargil,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Ladakh,Leh Ladakh,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Amritsar,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Fatehgarh Sahib,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Ferozepur,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Gurdaspur,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Hoshiarpur,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Jalandhar,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Kapurthala,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Ludhiana,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Moga,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Pathankot,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Rupnagar,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Shahid Bhagat Singh Nagar,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
33,Punjab,Tarn Taran,1985-07-18,1985-07-30,13,117441.17319879,News,340,20000,Heavy rain,1,6.1837637333599,1985
53,Bihar,Arwal,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Begusarai,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Bhojpur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Buxar,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Darbhanga,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Gaya,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Gopalganj,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Jehanabad,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Khagaria,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Lakhisarai,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Madhepura,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Madhubani,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Muzaffarpur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Nalanda,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Nawada,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Pashchim Champaran,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Patna,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Purbi Champaran,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Saharsa,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Samastipur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Saran,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Sheikhpura,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Sheohar,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Sitamarhi,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Siwan,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Supaul,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Bihar,Vaishali,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Ambedkar Nagar,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Amethi,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Ayodhya,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Azamgarh,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Bahraich,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Ballia,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Balrampur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Barabanki,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Basti,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Budaun,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Deoria,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Etah,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Farrukhabad,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Ghazipur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Gonda,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Gorakhpur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Hardoi,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Jaunpur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Kannauj,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Kasganj,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Kheri,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Kushi Nagar,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Lucknow,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Maharajganj,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Mainpuri,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Mau,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Rae Bareli,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Sant Kabeer Nagar,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Shahjahanpur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Siddharth Nagar,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Sitapur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Sultanpur,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
53,Uttar Pradesh,Unnao,1985-09-13,1985-10-15,33,89994.671391565,News,557,152000,Heavy rain,2,6.7737607310506,1985
61,Jharkhand,East Singhbum,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Jharkhand,West Singhbhum,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Anugul,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Baleshwar,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Bhadrak,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Cuttack,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Dhenkanal,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Jagatsinghapur,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Jajapur,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Kendrapara,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Kendujhar,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Khordha,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Mayurbhanj,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,Odisha,Puri,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,West Bengal,24 Paraganas South,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,West Bengal,Howrah,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,West Bengal,Jhargram,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,West Bengal,Medinipur East,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
61,West Bengal,Medinipur West,1985-10-18,1985-10-20,3,46758.643699762,News,49,150000,Tropical cyclone,2,5.4480131557338,1985
93,Bihar,Araria,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Arwal,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Aurangabad,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Banka,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Begusarai,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Bhagalpur,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Bhojpur,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Buxar,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Darbhanga,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Gaya,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Gopalganj,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Jamui,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Jehanabad,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Kaimur (Bhabua),1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Katihar,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Khagaria,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Kishanganj,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Lakhisarai,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Madhepura,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Madhubani,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Munger,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Muzaffarpur,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Nalanda,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Nawada,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Pashchim Champaran,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Patna,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Purbi Champaran,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Purnia,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Rohtas,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Saharsa,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Samastipur,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Saran,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Sheikhpura,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Sheohar,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Sitamarhi,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Siwan,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
93,Bihar,Supaul,1986-06-15,1986-08-20,67,507167.43901015,News,258,3040000,Monsoonal rain,1,7.5312261660442,1986
