state_name,district,stcode,dtcode,year,flood_events,affected_area,fatalities,displaced,max_severity,max_flood_impact_index,flood_occurred
Bihar,Purbi Champaran,10,213,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Purbi Champaran,10,213,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Purbi Champaran,10,213,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Purbi Champaran,10,213,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Purbi Champaran,10,213,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Purbi Champaran,10,213,2001,1,30123.946400629,146,30000,1.0,5.7341843712955,1
Bihar,Purbi Champaran,10,213,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Purbi Champaran,10,213,2008,2,710337.68784979,492,295000,2.0,7.0550817943772,1
Bihar,Purbi Champaran,10,213,2009,1,21198.808555895,0,3000,1.5,5.1044627031925,1
Bihar,Purbi Champaran,10,213,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Purbi Champaran,10,213,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Purbi Champaran,10,213,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Purbi Champaran,10,213,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Purbi Champaran,10,213,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Purbi Champaran,10,213,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Purbi Champaran,10,213,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Purbi Champaran,10,213,2020,1,293809.72651845,2,0,1.5,6.4892554680033,1
Bihar,Purbi Champaran,10,213,2021,2,333627.792490875,58,1200,1.5,6.2286637790175,1
Bihar,Purnia,10,214,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Purnia,10,214,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Purnia,10,214,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Purnia,10,214,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Purnia,10,214,1995,1,308073.20491195,144,510000,1.0,6.3337519666177,1
Bihar,Purnia,10,214,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Purnia,10,214,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Purnia,10,214,2000,2,378178.89171095996,2046,24000000,2.0,7.0228430813542,1
Bihar,Purnia,10,214,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Purnia,10,214,2008,3,1060901.49990599,668,1895000,2.0,7.0550817943772,1
Bihar,Purnia,10,214,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Purnia,10,214,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Purnia,10,214,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Purnia,10,214,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Purnia,10,214,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Purnia,10,214,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Purnia,10,214,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Purnia,10,214,2021,2,288153.858856394,12,85000,1.5,6.2245318501,1
Bihar,Purnia,10,214,2022,1,124500.0,45,200000,2.0,6.2992893340877,1
Bihar,Rohtas,10,215,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Rohtas,10,215,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Rohtas,10,215,1989,1,204979.38347471,7,0,1.0,6.2148001695432,1
Bihar,Rohtas,10,215,1990,2,1385589.90363544,442,63517,1.0,7.3840771654136,1
Bihar,Rohtas,10,215,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Rohtas,10,215,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Rohtas,10,215,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Rohtas,10,215,2000,1,223178.00999326,578,0,1.0,6.5791003221767,1
Bihar,Rohtas,10,215,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Rohtas,10,215,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Rohtas,10,215,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Rohtas,10,215,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Rohtas,10,215,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Rohtas,10,215,2018,1,70859.958919695,20,1000,1.5,5.8715901952896,1
Bihar,Rohtas,10,215,2020,1,293809.72651845,2,0,1.5,6.4892554680033,1
Bihar,Rohtas,10,215,2021,2,585213.48511094,1,1500000,1.5,6.3167786712784,1
Bihar,Saharsa,10,216,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Saharsa,10,216,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Saharsa,10,216,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Saharsa,10,216,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Saharsa,10,216,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Saharsa,10,216,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Saharsa,10,216,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Saharsa,10,216,2000,1,223178.00999326,578,0,1.0,6.5791003221767,1
Bihar,Saharsa,10,216,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Saharsa,10,216,2008,1,426531.53733638,350,70000,1.5,6.8060424070675,1
Bihar,Saharsa,10,216,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Saharsa,10,216,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Saharsa,10,216,2012,1,2638.6386136378,9,1500,1.0,4.7224099092451,1
Bihar,Saharsa,10,216,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Saharsa,10,216,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Saharsa,10,216,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Saharsa,10,216,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Saharsa,10,216,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Saharsa,10,216,2021,2,288153.858856394,12,85000,1.5,6.2245318501,1
Bihar,Saharsa,10,216,2022,1,124500.0,45,200000,2.0,6.2992893340877,1
Bihar,Samastipur,10,217,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Samastipur,10,217,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Samastipur,10,217,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Samastipur,10,217,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Samastipur,10,217,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Samastipur,10,217,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Samastipur,10,217,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Samastipur,10,217,2000,1,223178.00999326,578,0,1.0,6.5791003221767,1
Bihar,Samastipur,10,217,2001,1,30123.946400629,146,30000,1.0,5.7341843712955,1
Bihar,Samastipur,10,217,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Samastipur,10,217,2008,1,426531.53733638,350,70000,1.5,6.8060424070675,1
Bihar,Samastipur,10,217,2009,1,21198.808555895,0,3000,1.5,5.1044627031925,1
Bihar,Samastipur,10,217,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Samastipur,10,217,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Samastipur,10,217,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Samastipur,10,217,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Samastipur,10,217,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Samastipur,10,217,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Samastipur,10,217,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Samastipur,10,217,2021,3,382210.89163399895,70,86200,1.5,6.2286637790175,1
Bihar,Samastipur,10,217,2022,1,124500.0,45,200000,2.0,6.2992893340877,1
Bihar,Saran,10,218,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Saran,10,218,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Saran,10,218,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Saran,10,218,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Saran,10,218,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Saran,10,218,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Saran,10,218,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Saran,10,218,2000,1,223178.00999326,578,0,1.0,6.5791003221767,1
Bihar,Saran,10,218,2001,1,30123.946400629,146,30000,1.0,5.7341843712955,1
Bihar,Saran,10,218,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Saran,10,218,2009,1,21198.808555895,0,3000,1.5,5.1044627031925,1
Bihar,Saran,10,218,2010,2,231286.66789378598,88,20000,1.5,5.8759232862105,1
Bihar,Saran,10,218,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Saran,10,218,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Saran,10,218,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Saran,10,218,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Saran,10,218,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Saran,10,218,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Saran,10,218,2020,1,293809.72651845,2,0,1.5,6.4892554680033,1
Bihar,Saran,10,218,2021,3,382210.89163399895,70,86200,1.5,6.2286637790175,1
Bihar,Sheikhpura,10,219,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Sheikhpura,10,219,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Sheikhpura,10,219,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Sheikhpura,10,219,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Sheikhpura,10,219,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Sheikhpura,10,219,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Sheikhpura,10,219,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Sheikhpura,10,219,2000,1,223178.00999326,578,0,1.0,6.5791003221767,1
Bihar,Sheikhpura,10,219,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Sheikhpura,10,219,2008,1,426531.53733638,350,70000,1.5,6.8060424070675,1
Bihar,Sheikhpura,10,219,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Sheikhpura,10,219,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Sheikhpura,10,219,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Sheikhpura,10,219,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Sheikhpura,10,219,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Sheikhpura,10,219,2021,2,394225.824540794,13,1585000,1.5,6.3167786712784,1
Bihar,Sheikhpura,10,219,2022,1,124500.0,45,200000,2.0,6.2992893340877,1
Bihar,Sheohar,10,220,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Sheohar,10,220,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Sheohar,10,220,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Sheohar,10,220,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Sheohar,10,220,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Sheohar,10,220,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Sheohar,10,220,2001,1,30123.946400629,146,30000,1.0,5.7341843712955,1
Bihar,Sheohar,10,220,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Sheohar,10,220,2008,1,426531.53733638,350,70000,1.5,6.8060424070675,1
Bihar,Sheohar,10,220,2009,1,21198.808555895,0,3000,1.5,5.1044627031925,1
Bihar,Sheohar,10,220,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Sheohar,10,220,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Sheohar,10,220,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Sheohar,10,220,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Sheohar,10,220,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Sheohar,10,220,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Sheohar,10,220,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Sheohar,10,220,2021,2,333627.792490875,58,1200,1.5,6.2286637790175,1
Bihar,Sitamarhi,10,221,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Sitamarhi,10,221,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Sitamarhi,10,221,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Sitamarhi,10,221,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Sitamarhi,10,221,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Sitamarhi,10,221,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Sitamarhi,10,221,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Sitamarhi,10,221,2001,1,30123.946400629,146,30000,1.0,5.7341843712955,1
Bihar,Sitamarhi,10,221,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Sitamarhi,10,221,2008,2,710337.68784979,492,295000,2.0,7.0550817943772,1
Bihar,Sitamarhi,10,221,2009,1,21198.808555895,0,3000,1.5,5.1044627031925,1
Bihar,Sitamarhi,10,221,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Sitamarhi,10,221,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Sitamarhi,10,221,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Sitamarhi,10,221,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Sitamarhi,10,221,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Sitamarhi,10,221,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Sitamarhi,10,221,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Sitamarhi,10,221,2021,2,333627.792490875,58,1200,1.5,6.2286637790175,1
Bihar,Siwan,10,222,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Siwan,10,222,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Siwan,10,222,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Siwan,10,222,1989,1,204979.38347471,7,0,1.0,6.2148001695432,1
Bihar,Siwan,10,222,1990,2,1385589.90363544,442,63517,1.0,7.3840771654136,1
Bihar,Siwan,10,222,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Siwan,10,222,1992,1,518125.27779756,40,2000,1.0,7.2459136977876,1
Bihar,Siwan,10,222,1994,1,292130.6444844,53,3000,1.0,6.3686671038163,1
Bihar,Siwan,10,222,1995,1,762936.8925746998,600,2000000,1.0,7.1835186118101,1
Bihar,Siwan,10,222,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Siwan,10,222,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Siwan,10,222,2000,1,223178.00999326,578,0,1.0,6.5791003221767,1
Bihar,Siwan,10,222,2001,2,65566.006048992,211,330000,1.0,5.9112467881696,1
Bihar,Siwan,10,222,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Siwan,10,222,2009,1,21198.808555895,0,3000,1.5,5.1044627031925,1
Bihar,Siwan,10,222,2010,2,231286.66789378598,88,20000,1.5,5.8759232862105,1
Bihar,Siwan,10,222,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Siwan,10,222,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Siwan,10,222,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Siwan,10,222,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Siwan,10,222,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Siwan,10,222,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Siwan,10,222,2018,1,70859.958919695,20,1000,1.5,5.8715901952896,1
Bihar,Siwan,10,222,2020,1,293809.72651845,2,0,1.5,6.4892554680033,1
Bihar,Siwan,10,222,2021,2,333627.792490875,58,1200,1.5,6.2286637790175,1
Bihar,Siwan,10,222,2022,1,224000.0,4,0,1.5,6.1283992687178,1
Bihar,Supaul,10,223,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Supaul,10,223,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Supaul,10,223,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Supaul,10,223,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Supaul,10,223,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Supaul,10,223,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Supaul,10,223,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Supaul,10,223,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Supaul,10,223,2008,2,710337.68784979,492,295000,2.0,7.0550817943772,1
Bihar,Supaul,10,223,2010,2,204038.353372351,0,5000,1.0,5.762112739478,1
Bihar,Supaul,10,223,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Supaul,10,223,2012,1,2638.6386136378,9,1500,1.0,4.7224099092451,1
Bihar,Supaul,10,223,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Supaul,10,223,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Supaul,10,223,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Supaul,10,223,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Supaul,10,223,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Supaul,10,223,2021,2,288153.858856394,12,85000,1.5,6.2245318501,1
Bihar,Supaul,10,223,2022,1,124500.0,45,200000,2.0,6.2992893340877,1
Bihar,Vaishali,10,224,1985,1,89994.671391565,557,152000,2.0,6.7737607310506,1
Bihar,Vaishali,10,224,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Bihar,Vaishali,10,224,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Bihar,Vaishali,10,224,1990,1,1100663.2969222,425,63517,1.0,7.3840771654136,1
Bihar,Vaishali,10,224,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Bihar,Vaishali,10,224,1996,1,171939.46006971,74,4000000,1.0,6.6333155672897,1
Bihar,Vaishali,10,224,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Bihar,Vaishali,10,224,2000,1,223178.00999326,578,0,1.0,6.5791003221767,1
Bihar,Vaishali,10,224,2001,1,30123.946400629,146,30000,1.0,5.7341843712955,1
Bihar,Vaishali,10,224,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Bihar,Vaishali,10,224,2008,1,426531.53733638,350,70000,1.5,6.8060424070675,1
Bihar,Vaishali,10,224,2009,1,21198.808555895,0,3000,1.5,5.1044627031925,1
Bihar,Vaishali,10,224,2010,1,192748.71204485,0,5000,1.0,5.762112739478,1
Bihar,Vaishali,10,224,2011,1,42377.334468591005,0,3000,1.0,5.9695563169632,1
Bihar,Vaishali,10,224,2013,1,102661.13525735,7,0,1.5,6.6646185762841,1
Bihar,Vaishali,10,224,2014,1,62650.802729391,0,10000,1.5,6.3879912469011,1
Bihar,Vaishali,10,224,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Bihar,Vaishali,10,224,2016,1,90613.737636319,127,377097,1.5,6.9783833436272,1
Bihar,Vaishali,10,224,2017,1,421575.24392831,253,422106,2.0,7.1563540170148,1
Bihar,Vaishali,10,224,2021,2,288153.858856394,12,85000,1.5,6.2245318501,1
Bihar,Vaishali,10,224,2022,1,124500.0,45,200000,2.0,6.2992893340877,1
Chandigarh,Chandigarh,04,044,1988,2,1116265.80873124,964,1750000,2.0,7.7855937662664,1
Chandigarh,Chandigarh,04,044,1994,1,1981837.4145729,617,800000,1.0,7.6772792647922,1
Chandigarh,Chandigarh,04,044,1995,1,762936.8925746998,600,2000000,1.0,7.1835186118101,1
Chandigarh,Chandigarh,04,044,2005,1,308728.71607899,23,0,1.0,6.7906070224724,1
Chandigarh,Chandigarh,04,044,2007,1,191449.94642663,76,15000,1.0,6.0602064995389,1
Chandigarh,Chandigarh,04,044,2012,1,37710.761445125,45,200,2.0,5.3546165520302,1
Chandigarh,Chandigarh,04,044,2013,1,131743.41457489,5748,75000,1.5,6.4999401571691,1
Chandigarh,Chandigarh,04,044,2015,1,629961.6057566,206,300000,2.0,7.656646577764,1
Chandigarh,Chandigarh,04,044,2018,1,114348.33023553,28,935,1.0,6.0582298272306,1
Chhattisgarh,Balod,22,646,1992,1,518125.27779756,40,2000,1.0,7.2459136977876,1
Chhattisgarh,Balod,22,646,1994,1,1981837.4145729,617,800000,1.0,7.6772792647922,1
Chhattisgarh,Balod,22,646,2005,1,374448.84730919,89,550000,1.0,6.8038414193852,1
Chhattisgarh,Balod,22,646,2006,1,302774.27018969005,185,2000000,1.0,7.093902822695,1
Chhattisgarh,Balod,22,646,2007,1,248438.85482793,29,50000,1.0,6.5413475543879,1
Chhattisgarh,Balod,22,646,2008,1,464317.9956417001,2400,0,2.0,6.8709354986642,1
Chhattisgarh,Balod,22,646,2012,1,29689.976773748,1,210,1.0,5.1715798621868,1
Chhattisgarh,Balod,22,646,2013,1,152700.5014673,0,8000,1.0,6.0869304502705,1
Chhattisgarh,Balod,22,646,2014,2,565837.54277345,48,15000,1.5,6.9557010155946,1
Chhattisgarh,Balod,22,646,2016,1,167030.23285049,20,15000,1.5,6.8460443769454,1
Chhattisgarh,Balod,22,646,2019,1,302736.26273672,25,112500,1.5,6.3561257086734,1
Chhattisgarh,Baloda Bazar,22,644,1992,1,518125.27779756,40,2000,1.0,7.2459136977876,1
Chhattisgarh,Baloda Bazar,22,644,1994,1,1981837.4145729,617,800000,1.0,7.6772792647922,1
Chhattisgarh,Baloda Bazar,22,644,2001,1,105057.29490064,100,2000000,2.0,6.8539351267552,1
Chhattisgarh,Baloda Bazar,22,644,2005,1,374448.84730919,89,550000,1.0,6.8038414193852,1
Chhattisgarh,Baloda Bazar,22,644,2006,1,302774.27018969005,185,2000000,1.0,7.093902822695,1
Chhattisgarh,Baloda Bazar,22,644,2007,1,248438.85482793,29,50000,1.0,6.5413475543879,1
Chhattisgarh,Baloda Bazar,22,644,2008,1,464317.9956417001,2400,0,2.0,6.8709354986642,1
Chhattisgarh,Baloda Bazar,22,644,2012,1,29689.976773748,1,210,1.0,5.1715798621868,1
Chhattisgarh,Baloda Bazar,22,644,2013,2,399085.72792748,27,258000,2.0,6.1697659138631,1
Chhattisgarh,Baloda Bazar,22,644,2014,2,565837.54277345,48,15000,1.5,6.9557010155946,1
Chhattisgarh,Baloda Bazar,22,644,2016,1,167030.23285049,20,15000,1.5,6.8460443769454,1
Chhattisgarh,Baloda Bazar,22,644,2021,1,345642.72539767,1,1500000,1.5,6.3167786712784,1
Chhattisgarh,Balrampur,22,649,1986,1,507167.43901015,258,3040000,1.0,7.5312261660442,1
Chhattisgarh,Balrampur,22,649,1988,2,1474609.7146377899,1109,502000,2.0,7.7855937662664,1
Chhattisgarh,Balrampur,22,649,1989,1,204979.38347471,7,0,1.0,6.2148001695432,1
Chhattisgarh,Balrampur,22,649,1990,2,1385589.90363544,442,63517,1.0,7.3840771654136,1
Chhattisgarh,Balrampur,22,649,1991,2,718552.66025244,88,87500,1.0,6.9146173641677,1
Chhattisgarh,Balrampur,22,649,1992,1,518125.27779756,40,2000,1.0,7.2459136977876,1
Chhattisgarh,Balrampur,22,649,1994,2,2273968.0590573,670,803000,1.0,7.6772792647922,1
Chhattisgarh,Balrampur,22,649,1995,1,762936.8925746998,600,2000000,1.0,7.1835186118101,1
Chhattisgarh,Balrampur,22,649,1997,1,201818.75469288,24,100000,1.0,6.3463542072234,1
Chhattisgarh,Balrampur,22,649,2007,1,517303.19979819,958,3000000,1.5,7.8036502762015,1
Chhattisgarh,Balrampur,22,649,2008,1,464317.9956417001,2400,0,2.0,6.8709354986642,1
Chhattisgarh,Balrampur,22,649,2013,2,399085.72792748,27,258000,2.0,6.1697659138631,1
Chhattisgarh,Balrampur,22,649,2021,1,345642.72539767,1,1500000,1.5,6.3167786712784,1
Chhattisgarh,Bastar,22,374,1988,1,94871.792387788,50,0,1.0,5.4542583603891,1
Chhattisgarh,Bastar,22,374,1989,1,905209.24002345,780,0,1.0,6.9567489784143,1
Chhattisgarh,Bastar,22,374,1991,1,151947.05798534,15,0,1.0,5.8806622999787,1
Chhattisgarh,Bastar,22,374,1994,2,2136486.6163533,617,800000,1.0,7.6772792647922,1
Chhattisgarh,Bastar,22,374,1995,1,308073.20491195,144,510000,1.0,6.3337519666177,1
Chhattisgarh,Bastar,22,374,2005,1,374448.84730919,89,550000,1.0,6.8038414193852,1
Chhattisgarh,Bastar,22,374,2006,1,302774.27018969005,185,2000000,1.0,7.093902822695,1
Chhattisgarh,Bastar,22,374,2007,1,248438.85482793,29,50000,1.0,6.5413475543879,1
Chhattisgarh,Bastar,22,374,2008,1,464317.9956417001,2400,0,2.0,6.8709354986642,1
Chhattisgarh,Bastar,22,374,2012,1,35689.540228074,0,2000,1.0,5.1546009445037,1
Chhattisgarh,Bastar,22,374,2014,1,376261.49252047,42,0,1.5,6.9557010155946,1
Chhattisgarh,Bastar,22,374,2018,1,87682.569387647,7,300000,1.5,5.420034522303,1
Chhattisgarh,Bastar,22,374,2019,1,302736.26273672,25,112500,1.5,6.3561257086734,1
Chhattisgarh,Bastar,22,374,2022,1,155000.0,0,60000,1.5,6.1445742076096,1
Chhattisgarh,Bemetara,22,650,1992,1,518125.27779756,40,2000,1.0,7.2459136977876,1
Chhattisgarh,Bemetara,22,650,1994,1,1981837.4145729,617,800000,1.0,7.6772792647922,1
Chhattisgarh,Bemetara,22,650,2005,1,374448.84730919,89,550000,1.0,6.8038414193852,1
