state_name,district,stcode,dtcode,historical_flood_events,historical_flood_years,historical_fatalities,historical_displaced,historical_max_severity,historical_max_impact
Uttar Pradesh,Chitrakoot,9,136,20,15,5127,9882683,2.0,7.8036502762015
Uttar Pradesh,Deoria,9,137,26,21,5733,14296420,2.0,7.8036502762015
Uttar Pradesh,Etah,9,138,22,19,5236,10488683,2.0,7.8036502762015
Uttar Pradesh,Etawah,9,139,20,16,5076,9836683,2.0,7.8036502762015
Uttar Pradesh,Farrukhabad,9,141,22,19,5236,10488683,2.0,7.8036502762015
Uttar Pradesh,Fatehpur,9,142,20,17,4479,9037683,2.0,7.8036502762015
Uttar Pradesh,Firozabad,9,143,19,16,4459,9036683,2.0,7.8036502762015
Uttar Pradesh,Gautam Buddha Nagar,9,144,19,14,4977,7292683,2.0,7.8036502762015
Uttar Pradesh,Ghaziabad,9,145,17,12,4392,7292683,2.0,7.8036502762015
Uttar Pradesh,Ghazipur,9,146,26,22,5573,14265220,2.0,7.8036502762015
Uttar Pradesh,Gonda,9,147,26,23,5496,10855823,2.0,7.8036502762015
Uttar Pradesh,Gorakhpur,9,148,25,22,5550,11178920,2.0,7.8036502762015
Uttar Pradesh,Hamirpur,9,149,19,16,4459,9036683,2.0,7.8036502762015
Uttar Pradesh,Hapur,9,661,16,13,3822,6296683,2.0,7.8036502762015
Uttar Pradesh,Hardoi,9,150,23,19,5294,10489883,2.0,7.8036502762015
Uttar Pradesh,Hathras,9,163,19,16,4215,6996683,2.0,7.8036502762015
Uttar Pradesh,Jalaun,9,151,20,16,5076,9836683,2.0,7.8036502762015
Uttar Pradesh,Jaunpur,9,152,25,21,5512,10177780,2.0,7.8036502762015
Uttar Pradesh,Jhansi,9,153,16,12,4191,9455577,2.0,7.8036502762015
Uttar Pradesh,Kannauj,9,155,22,19,5236,10488683,2.0,7.8036502762015
Uttar Pradesh,Kanpur Dehat,9,156,19,16,4459,9036683,2.0,7.8036502762015
Uttar Pradesh,Kanpur Nagar,9,157,19,16,4459,9036683,2.0,7.8036502762015
Uttar Pradesh,Kasganj,9,633,22,19,5236,10488683,2.0,7.8036502762015
Uttar Pradesh,Kaushambi,9,158,19,16,4448,9033683,2.0,7.8036502762015
Uttar Pradesh,Kheri,9,159,25,21,5424,10554883,2.0,7.8036502762015
Uttar Pradesh,Kushi Nagar,9,160,25,20,5189,14510420,2.0,7.8036502762015
Uttar Pradesh,Lalitpur,9,161,8,7,1063,3954060,1.5,7.6772792647922
Uttar Pradesh,Lucknow,9,162,24,20,5314,10490883,2.0,7.8036502762015
Uttar Pradesh,Maharajganj,9,164,23,19,5025,11040823,2.0,7.8036502762015
Uttar Pradesh,Mahoba,9,165,16,12,4769,9410577,2.0,7.8036502762015
Uttar Pradesh,Mainpuri,9,166,22,19,5236,10488683,2.0,7.8036502762015
Uttar Pradesh,Mathura,9,167,20,15,4894,6824183,2.0,7.8036502762015
Uttar Pradesh,Mau,9,168,24,21,5534,10178920,2.0,7.8036502762015
Uttar Pradesh,Meerut,9,169,16,12,4522,7542683,2.0,7.8036502762015
Uttar Pradesh,Mirzapur,9,170,21,16,5127,9882683,2.0,7.8036502762015
Uttar Pradesh,Moradabad,9,171,22,18,4476,7298218,2.0,7.8036502762015
Uttar Pradesh,Muzaffarnagar,9,172,18,15,4662,8067158,2.0,7.8036502762015
Uttar Pradesh,Pilibhit,9,173,24,19,4806,10388483,2.0,7.8036502762015
Uttar Pradesh,Pratapgarh,9,174,21,18,4550,10048683,2.0,7.8036502762015
Uttar Pradesh,Prayagraj,9,120,21,16,5127,9882683,2.0,7.8036502762015
Uttar Pradesh,Rae Bareli,9,175,24,20,5314,10490883,2.0,7.8036502762015
Uttar Pradesh,Rampur,9,176,22,18,4476,7298218,2.0,7.8036502762015
Uttar Pradesh,Saharanpur,9,177,19,15,4741,8082758,2.0,7.8036502762015
Uttar Pradesh,Sambhal,9,659,20,17,4421,7296683,2.0,7.8036502762015
Uttar Pradesh,Sant Kabeer Nagar,9,178,25,22,5465,10851823,2.0,7.8036502762015
Uttar Pradesh,Shahjahanpur,9,180,23,19,5294,10489883,2.0,7.8036502762015
Uttar Pradesh,Shamli,9,660,17,13,4683,8080623,2.0,7.8036502762015
Uttar Pradesh,Shravasti,9,181,22,19,4253,10687823,2.0,7.8036502762015
Uttar Pradesh,Siddharth Nagar,9,182,24,21,5009,11075823,2.0,7.8036502762015
Uttar Pradesh,Sitapur,9,183,25,21,5424,10554883,2.0,7.8036502762015
Uttar Pradesh,Sonbhadra,9,184,22,17,6953,15679123,2.0,7.8036502762015
Uttar Pradesh,Sultanpur,9,185,28,23,5530,10855883,2.0,7.8036502762015
Uttar Pradesh,Unnao,9,186,24,20,5314,10490883,2.0,7.8036502762015
Uttar Pradesh,Varanasi,9,187,20,17,4583,9410720,2.0,7.8036502762015
Uttarakhand,Almora,5,45,16,13,3653,5995358,2.0,7.8036502762015
Uttarakhand,Bageshwar,5,46,13,9,2634,2992563,2.0,7.7855937662664
Uttarakhand,Chamoli,5,47,15,11,2688,2993498,2.0,7.7855937662664
Uttarakhand,Champawat,5,48,13,10,2637,2993223,2.0,7.7855937662664
Uttarakhand,Dehradun,5,49,23,17,5008,7560558,2.0,7.8036502762015
Uttarakhand,Haridwar,5,50,17,15,3863,6295358,2.0,7.8036502762015
Uttarakhand,Nainital,5,51,19,16,3877,7295358,2.0,7.8036502762015
Uttarakhand,Pauri Garhwal,5,52,18,15,3863,6295358,2.0,7.8036502762015
Uttarakhand,Pithoragarh,5,53,14,10,2660,2992563,2.0,7.7855937662664
Uttarakhand,Rudra Prayag,5,54,13,11,2686,2993358,2.0,7.7855937662664
Uttarakhand,Tehri Garhwal,5,55,15,13,3646,5993358,2.0,7.8036502762015
Uttarakhand,Udam Singh Nagar,5,56,22,18,3928,7299418,2.0,7.8036502762015
Uttarakhand,Uttar Kashi,5,57,20,15,4053,6008558,2.0,7.8036502762015
West Bengal,24 Paraganas North,19,303,19,14,6379,35839817,2.0,7.8036502762015
West Bengal,24 Paraganas South,19,304,19,15,6099,36021317,2.0,7.8036502762015
West Bengal,Alipurduar,19,664,16,10,2111,17759611,2.0,7.1773904313439
West Bengal,Bankura,19,305,22,15,17532,46375817,2.0,7.8036502762015
West Bengal,Birbhum,19,307,22,15,7808,40025017,2.0,7.8036502762015
West Bengal,Coochbehar,19,308,20,13,3893,45510611,2.0,7.5312261660442
West Bengal,Darjeeling,19,309,16,12,4131,42220128,2.0,7.7855937662664
West Bengal,Dinajpur Dakshin,19,310,14,12,5208,33817623,2.0,7.8036502762015
West Bengal,Dinajpur Uttar,19,311,24,16,5968,52935123,2.0,7.8036502762015
West Bengal,Hooghly,19,312,20,15,16178,45833817,2.0,7.8036502762015
West Bengal,Howrah,19,313,20,15,6449,36091317,2.0,7.8036502762015
West Bengal,Jalpaiguri,19,314,14,10,3758,43761611,2.0,7.5312261660442
West Bengal,Jhargram,19,703,30,22,17761,55156817,2.0,7.8036502762015
West Bengal,Kalimpong,19,702,10,7,1712,14611611,2.0,7.1773904313439
West Bengal,Kolkata,19,315,17,13,6025,35758817,2.0,7.8036502762015
West Bengal,Maldah,19,316,21,16,5659,39110123,2.0,7.8036502762015
West Bengal,Medinipur East,19,317,22,17,16252,46151317,2.0,7.8036502762015
West Bengal,Medinipur West,19,318,26,20,17377,46658317,2.0,7.8036502762015
West Bengal,Murshidabad,19,319,18,14,7479,38025017,2.0,7.8036502762015
West Bengal,Nadia,19,320,18,12,6620,35868817,2.0,7.8036502762015
West Bengal,Paschim Bardhaman,19,704,23,16,17611,50025017,2.0,7.8036502762015
West Bengal,Purba Bardhaman,19,306,20,14,7496,35875817,2.0,7.8036502762015
West Bengal,Purulia,19,321,21,15,17395,47879317,2.0,7.8036502762015
