state_name,district,latitude,longitude,elevation_m,status
Uttarakhand,Nainital,29.295038336032754,79.4162594394372,,failed
Uttarakhand,Pauri Garhwal,29.847357500783623,78.7070147143955,,failed
Uttarakhand,Pithoragarh,30.124812409728833,80.47772490329876,,failed
Uttarakhand,Rudra Prayag,30.491103864445073,79.03611829362461,,failed
Uttarakhand,Tehri Garhwal,30.465629653611515,78.48394960148289,,failed
Uttarakhand,Udam Singh Nagar,29.045758556089925,79.43388335411915,,failed
Uttarakhand,Uttar Kashi,30.965148725470307,78.6342315703518,,failed
Uttar Pradesh,Agra,27.07550431517351,77.89109193240543,,failed
Uttar Pradesh,Aligarh,27.87556670797523,78.1357490744855,,failed
Uttar Pradesh,Prayagraj,25.27930905363276,81.90356070399068,,failed
Uttar Pradesh,Ambedkar Nagar,26.40457629889788,82.60657315629338,,failed
Uttar Pradesh,Auraiya,26.655827891363202,79.51607225067536,,failed
Uttar Pradesh,Azamgarh,26.02361760870231,83.02936002911619,,failed
Uttar Pradesh,Baghpat,29.03751796150414,77.30626185131042,,failed
Uttar Pradesh,Bahraich,27.731414409099507,81.49427945487821,,failed
