state_name,district,latitude,longitude,elevation_m,slope_percent,terrain_class,terrain_data_source,stcode,dtcode,historical_flood_events,historical_flood_years,historical_fatalities,historical_displaced,historical_max_severity,historical_max_impact,historical_data_available
Bihar,Siwan,26.131378,84.390116,65.0,0.1099934351247902,non_hilly,SRTM30m,10.0,222.0,32.0,26.0,5764.0,14417420.0,2.0,7.8036502762015,1
Bihar,Supaul,26.27655,86.79018,59.0,0.1351351351351351,non_hilly,SRTM30m,10.0,223.0,24.0,19.0,4644.0,12643720.0,2.0,7.8036502762015,1
Bihar,Vaishali,25.754303,85.397609,50.0,0.2748587371218218,non_hilly,SRTM30m,10.0,224.0,24.0,21.0,5217.0,12450220.0,2.0,7.8036502762015,1
Bihar,Arwal,25.181214,84.65995,76.0,0.1092675832184,non_hilly,SRTM30m,10.0,611.0,17.0,15.0,4676.0,12134220.0,2.0,7.8036502762015,1
Chhattisgarh,Bastar,19.124376,81.830075,578.0,0.988252429547382,non_hilly,SRTM30m,22.0,374.0,15.0,14.0,4383.0,4384500.0,2.0,7.6772792647922,1
Chhattisgarh,Bilaspur,22.169534,82.136391,283.0,0.2473413606214705,non_hilly,SRTM30m,22.0,375.0,12.0,11.0,3415.0,5190210.0,2.0,7.6772792647922,1
Chhattisgarh,Dantewada,18.785351,81.480871,497.0,0.7789553982740385,non_hilly,SRTM30m,22.0,376.0,12.0,11.0,3587.0,3917500.0,2.0,7.6772792647922,1
Chhattisgarh,Dhamtari,20.535082,81.715765,443.0,1.3522071706091587,non_hilly,SRTM30m,22.0,377.0,18.0,14.0,4386.0,5859710.0,2.0,7.6772792647922,1
Chhattisgarh,Durg,21.19674,81.400492,307.0,0.1865452088310322,non_hilly,SRTM30m,22.0,378.0,10.0,9.0,3428.0,3440000.0,2.0,7.6772792647922,1
Chhattisgarh,Janjgir-Champa,21.972449,82.661891,244.0,0.9756326711372674,non_hilly,SRTM30m,22.0,379.0,12.0,11.0,3475.0,7188210.0,2.0,7.6772792647922,1
Chhattisgarh,Jashpur,22.770256,83.970968,509.0,1.1089553392158211,non_hilly,SRTM30m,22.0,380.0,23.0,18.0,16347.0,29201017.0,2.0,7.8036502762015,1
Chhattisgarh,Kanker,20.132414,80.985946,351.0,0.5730430279069164,non_hilly,SRTM30m,22.0,381.0,14.0,12.0,4424.0,3621710.0,2.0,7.6772792647922,1
Chhattisgarh,Kabirdham,22.114981,81.24718,367.0,0.5562890694318849,non_hilly,SRTM30m,22.0,382.0,8.0,8.0,3237.0,1425000.0,2.0,7.6772792647922,1
Chhattisgarh,Korba,22.519838,82.6352,290.0,0.4169712462054185,non_hilly,SRTM30m,22.0,383.0,12.0,11.0,3330.0,5190210.0,2.0,7.6772792647922,1
Chhattisgarh,Korea,23.43175,82.317689,808.0,4.168931178973201,non_hilly,SRTM30m,22.0,384.0,7.0,6.0,3362.0,4115000.0,2.0,7.6772792647922,1
Chhattisgarh,Mahasamund,21.191387,82.488668,304.0,0.5999034606550157,non_hilly,SRTM30m,22.0,385.0,20.0,17.0,14331.0,20855710.0,2.0,7.6772792647922,1
Chhattisgarh,Raigarh,22.066965,83.310042,283.0,1.4936213178235624,non_hilly,SRTM30m,22.0,386.0,20.0,18.0,13529.0,21370710.0,2.0,7.6772792647922,1
Chhattisgarh,Raipur,21.283023,81.817586,283.0,0.6074421323552235,non_hilly,SRTM30m,22.0,387.0,13.0,11.0,3457.0,5190210.0,2.0,7.6772792647922,1
Chhattisgarh,Rajnandgaon,20.976771,80.691611,362.0,0.1981568139579921,non_hilly,SRTM30m,22.0,388.0,13.0,11.0,4259.0,1530000.0,2.0,7.6772792647922,1
Chhattisgarh,Surguja,22.94631,83.165859,590.0,0.6236554960524496,non_hilly,SRTM30m,22.0,389.0,8.0,7.0,3329.0,5628000.0,2.0,7.6772792647922,1
Chhattisgarh,Bijapur,18.770597,80.740603,205.0,1.5365268491774162,non_hilly,SRTM30m,22.0,636.0,22.0,19.0,5549.0,7485600.0,2.0,7.6772792647922,1
Chhattisgarh,Narayanpur,19.524878,81.168094,619.0,2.543501721558138,non_hilly,SRTM30m,22.0,637.0,14.0,13.0,4440.0,3624500.0,2.0,7.6772792647922,1
Chhattisgarh,Sukma,18.26662,81.292194,360.0,13.892107564682716,non_hilly,SRTM30m,22.0,642.0,27.0,19.0,5994.0,8370500.0,2.0,7.6772792647922,1
Chhattisgarh,Kondagaon,19.709025,81.742211,593.0,0.9321257823538576,non_hilly,SRTM30m,22.0,643.0,14.0,12.0,4377.0,4024710.0,2.0,7.6772792647922,1
Chhattisgarh,Baloda Bazar,21.573178,82.438886,275.0,3.006051980427113,non_hilly,SRTM30m,22.0,644.0,14.0,12.0,3557.0,7190210.0,2.0,7.6772792647922,1
Chhattisgarh,Gariyaband,20.429566,82.253018,426.0,1.5773091891515232,non_hilly,SRTM30m,22.0,645.0,18.0,14.0,4361.0,5857710.0,2.0,7.6772792647922,1
Chhattisgarh,Balod,20.727911,81.144049,338.0,1.040504292159703,non_hilly,SRTM30m,22.0,646.0,12.0,11.0,3454.0,3552710.0,2.0,7.6772792647922,1
Chhattisgarh,Mungeli,22.243972,81.654072,315.0,0.152791309293222,non_hilly,SRTM30m,22.0,647.0,9.0,8.0,3228.0,1690000.0,2.0,7.6772792647922,1
Chhattisgarh,Surajpur,23.358201,82.975669,552.0,0.9274276752442884,non_hilly,SRTM30m,22.0,648.0,10.0,9.0,4327.0,8630000.0,2.0,7.8036502762015,1
Chhattisgarh,Balrampur,23.628494,83.480986,747.0,17.26233799378396,non_hilly,SRTM30m,22.0,649.0,18.0,13.0,6624.0,11356017.0,2.0,7.8036502762015,1
Chhattisgarh,Bemetara,21.678209,81.441411,268.0,0.1865866276299017,non_hilly,SRTM30m,22.0,650.0,10.0,8.0,3270.0,1690000.0,2.0,7.6772792647922,1
Chhattisgarh,Gaurella Pendra Marwahi,22.831123,81.958756,579.0,0.880827989131777,non_hilly,SRTM30m,22.0,734.0,7.0,6.0,3133.0,1125000.0,2.0,7.6772792647922,1
Chandigarh,Chandigarh,30.730988,76.784176,346.0,0.8087027156741526,non_hilly,SRTM30m,4.0,44.0,10.0,9.0,8307.0,4941135.0,2.0,7.7855937662664,1
Dadra & Nagar Havelli and Daman & Diu,Daman,20.418435,72.843079,11.0,0.7346470812840386,non_hilly,SRTM30m,38.0,463.0,18.0,15.0,2166.0,2132417.0,2.0,7.6772792647922,1
Delhi,New Delhi,28.564714,77.121865,236.0,0.7180310873916178,non_hilly,SRTM30m,7.0,79.0,12.0,8.0,3853.0,7224166.0,2.0,7.8036502762015,1
Delhi,North,28.783929,77.099297,212.0,0.4148774835717687,non_hilly,SRTM30m,7.0,80.0,12.0,8.0,3853.0,7224166.0,2.0,7.8036502762015,1
Delhi,North East,28.726534,77.261513,212.0,0.1351351351351351,non_hilly,SRTM30m,7.0,81.0,12.0,8.0,3853.0,7224166.0,2.0,7.8036502762015,1
Delhi,North West,28.737232,77.012092,214.0,0.2252252252252252,non_hilly,SRTM30m,7.0,82.0,11.0,8.0,2895.0,4224166.0,2.0,7.7855937662664,1
Delhi,South,28.493457,77.197901,265.0,1.1173478407263735,non_hilly,SRTM30m,7.0,83.0,12.0,8.0,3853.0,7224166.0,2.0,7.8036502762015,1
Delhi,South West,28.585501,76.978557,214.0,0.4181859763698605,non_hilly,SRTM30m,7.0,84.0,11.0,8.0,2895.0,4224166.0,2.0,7.7855937662664,1
Delhi,West,28.649047,77.090072,220.0,0.2370168894970155,non_hilly,SRTM30m,7.0,85.0,11.0,8.0,2895.0,4224166.0,2.0,7.7855937662664,1
Delhi,South East,28.54477,77.274132,233.0,0.9500895269820356,non_hilly,SRTM30m,7.0,670.0,14.0,10.0,4318.0,7289683.0,2.0,7.8036502762015,1
Delhi,Shahdara,28.676982,77.295972,211.0,0.1445599814898099,non_hilly,SRTM30m,7.0,671.0,14.0,10.0,4318.0,7289683.0,2.0,7.8036502762015,1
Dadra & Nagar Havelli and Daman & Diu,Diu,20.721669,70.932773,11.0,0.8199673358219606,non_hilly,SRTM30m,38.0,464.0,4.0,4.0,240.0,184000.0,2.0,6.2658880776116,1
Delhi,Central,28.700658,77.2211,216.0,0.5984279195870018,non_hilly,SRTM30m,7.0,77.0,12.0,8.0,3853.0,7224166.0,2.0,7.8036502762015,1
Dadra & Nagar Havelli and Daman & Diu,Dadra And Nagar Haveli,20.20403,73.00653,47.0,0.9197219580414692,non_hilly,SRTM30m,38.0,465.0,25.0,19.0,3409.0,2237717.0,2.0,7.6772792647922,1
Goa,North Goa,15.53455,74.019597,17.0,3.5168733406820967,non_hilly,SRTM30m,30.0,551.0,16.0,13.0,3263.0,1837300.0,2.0,7.6772792647922,1
Goa,South Goa,15.196196,74.12255,45.0,5.185992526924916,non_hilly,SRTM30m,30.0,552.0,14.0,12.0,3136.0,1812300.0,2.0,7.6772792647922,1
Gujarat,Ahmadabad,22.695622,72.314232,15.0,0.143685273051739,non_hilly,SRTM30m,24.0,438.0,20.0,17.0,2474.0,2229417.0,2.0,7.6772792647922,1
Gujarat,Amreli,21.418126,71.280395,109.0,0.3699783361076525,non_hilly,SRTM30m,24.0,439.0,18.0,15.0,2337.0,1727917.0,2.0,7.6772792647922,1
Delhi,East,28.614514,77.298329,205.0,0.2101337270757469,non_hilly,SRTM30m,7.0,78.0,14.0,10.0,4318.0,7289683.0,2.0,7.8036502762015,1
Gujarat,Anand,22.432362,72.719501,26.0,0.0663620626862949,non_hilly,SRTM30m,24.0,440.0,24.0,19.0,2461.0,2227417.0,2.0,7.6772792647922,1
Gujarat,Banas Kantha,24.269663,72.162832,123.0,1.335763311851058,non_hilly,SRTM30m,24.0,441.0,16.0,13.0,2667.0,3637477.0,2.0,7.6772792647922,1
Gujarat,Bharuch,21.812184,72.947441,15.0,0.0,non_hilly,SRTM30m,24.0,442.0,26.0,20.0,2603.0,2241417.0,2.0,7.6772792647922,1
Gujarat,Bhavnagar,21.55773,71.904753,76.0,0.3649708527865459,non_hilly,SRTM30m,24.0,443.0,19.0,16.0,2539.0,2227917.0,2.0,7.6772792647922,1
Gujarat,Dang,20.788026,73.709403,517.0,1.5773126436980545,non_hilly,SRTM30m,24.0,444.0,25.0,20.0,3083.0,1732717.0,2.0,7.6772792647922,1
Gujarat,Dohad,22.919382,74.134398,314.0,1.0843849650159223,non_hilly,SRTM30m,24.0,445.0,19.0,17.0,1943.0,1669477.0,2.0,7.6772792647922,1
Gujarat,Gandhinagar,23.281988,72.653628,81.0,0.0665867877791318,non_hilly,SRTM30m,24.0,446.0,19.0,16.0,2309.0,2195477.0,2.0,7.6772792647922,1
Gujarat,Jamnagar,22.332524,70.098167,44.0,0.3300145355255005,non_hilly,SRTM30m,24.0,447.0,18.0,15.0,2337.0,1727917.0,2.0,7.6772792647922,1
Gujarat,Junagadh,21.340327,70.419692,72.0,0.4491925642197998,non_hilly,SRTM30m,24.0,448.0,17.0,15.0,2112.0,1664917.0,2.0,7.6772792647922,1
Gujarat,Kachchh,23.70826,69.80596,6.0,0.1082148515887516,non_hilly,SRTM30m,24.0,449.0,19.0,15.0,3431.0,2211917.0,2.0,7.6772792647922,1
Gujarat,Kheda,22.852854,72.99483,55.0,0.3538352635299641,non_hilly,SRTM30m,24.0,450.0,23.0,19.0,2441.0,2225477.0,2.0,7.6772792647922,1
Gujarat,Mahesana,23.570552,72.441694,96.0,0.2982926440408439,non_hilly,SRTM30m,24.0,451.0,18.0,15.0,2140.0,2167477.0,2.0,7.6772792647922,1
Gujarat,Narmada,21.739088,73.626406,351.0,2.5887416986375533,non_hilly,SRTM30m,24.0,452.0,27.0,20.0,3192.0,2226717.0,2.0,7.6772792647922,1
Gujarat,Navsari,20.829626,73.032462,20.0,0.2127917166942103,non_hilly,SRTM30m,24.0,453.0,27.0,22.0,3472.0,2247717.0,2.0,7.6772792647922,1
Gujarat,Panch Mahals,22.697806,73.597957,125.0,0.5066205685863305,non_hilly,SRTM30m,24.0,454.0,24.0,19.0,2367.0,2216477.0,2.0,7.6772792647922,1
Gujarat,Patan,23.773757,71.679603,31.0,0.0984435783673618,non_hilly,SRTM30m,24.0,455.0,17.0,14.0,2068.0,1867477.0,2.0,7.6772792647922,1
Gujarat,Porbandar,21.603179,69.853064,10.0,0.1801801801801801,non_hilly,SRTM30m,24.0,456.0,16.0,14.0,2089.0,1464917.0,2.0,7.6772792647922,1
Gujarat,Rajkot,22.069868,71.028451,193.0,0.4466398830026302,non_hilly,SRTM30m,24.0,457.0,18.0,15.0,2337.0,1727917.0,2.0,7.6772792647922,1
Gujarat,Sabar Kantha,23.868835,73.013862,220.0,0.5244984382026063,non_hilly,SRTM30m,24.0,458.0,17.0,14.0,2690.0,3837477.0,2.0,7.6772792647922,1
Gujarat,Surat,21.191725,72.952797,18.0,0.3297877874366237,non_hilly,SRTM30m,24.0,459.0,24.0,19.0,2561.0,2222717.0,2.0,7.6772792647922,1
Gujarat,Surendranagar,22.825462,71.62139,73.0,0.2152488573859628,non_hilly,SRTM30m,24.0,460.0,21.0,18.0,2568.0,2232417.0,2.0,7.6772792647922,1
Gujarat,Vadodara,22.317956,73.304845,44.0,0.3438115788444954,non_hilly,SRTM30m,24.0,461.0,26.0,20.0,2476.0,2241477.0,2.0,7.6772792647922,1
Gujarat,Valsad,20.43527,73.14595,89.0,1.249947520571652,non_hilly,SRTM30m,24.0,462.0,28.0,21.0,3487.0,2242717.0,2.0,7.6772792647922,1
Gujarat,Tapi,21.188671,73.555485,103.0,1.3210630249887267,non_hilly,SRTM30m,24.0,641.0,27.0,21.0,3330.0,2212717.0,2.0,7.6772792647922,1
Gujarat,Chhotaudepur,22.222774,73.777916,95.0,0.3995644350986869,non_hilly,SRTM30m,24.0,668.0,24.0,19.0,3118.0,2216477.0,2.0,7.6772792647922,1
Gujarat,Mahisagar,23.191634,73.657304,101.0,0.304141655089705,non_hilly,SRTM30m,24.0,669.0,20.0,16.0,2146.0,2172477.0,2.0,7.6772792647922,1
Gujarat,Arvalli,23.484486,73.39868,167.0,0.4443079802442633,non_hilly,SRTM30m,24.0,672.0,18.0,14.0,2062.0,1822477.0,2.0,7.6772792647922,1
Gujarat,Morbi,22.802514,70.884662,61.0,1.0611387369333405,non_hilly,SRTM30m,24.0,673.0,20.0,17.0,2568.0,2227917.0,2.0,7.6772792647922,1
Gujarat,Devbhumi Dwarka,22.14747,69.425681,36.0,0.3977353709926526,non_hilly,SRTM30m,24.0,674.0,13.0,11.0,1985.0,1114917.0,2.0,7.6772792647922,1
Gujarat,Gir Somnath,20.995172,70.682064,104.0,0.7461129939695113,non_hilly,SRTM30m,24.0,675.0,18.0,15.0,2337.0,1727917.0,2.0,7.6772792647922,1
Gujarat,Botad,22.046786,71.675633,67.0,0.4344834255993772,non_hilly,SRTM30m,24.0,676.0,20.0,17.0,2568.0,2227917.0,2.0,7.6772792647922,1
Himachal Pradesh,Bilaspur,31.402383,76.640379,623.0,1.6250530787173445,non_hilly,SRTM30m,2.0,15.0,18.0,13.0,9460.0,5024652.0,2.0,7.7855937662664,1
Himachal Pradesh,Chamba,32.693095,76.165078,2300.0,20.569755360834225,non_hilly,SRTM30m,2.0,16.0,22.0,15.0,9476.0,4729674.0,2.0,7.7855937662664,1
Himachal Pradesh,Hamirpur,31.653989,76.540373,755.0,3.4971944321799837,non_hilly,SRTM30m,2.0,17.0,19.0,14.0,9482.0,5024787.0,2.0,7.7855937662664,1
Himachal Pradesh,Kangra,32.075971,76.300054,809.0,1.7636343600502573,non_hilly,SRTM30m,2.0,18.0,21.0,16.0,9672.0,5027874.0,2.0,7.7855937662664,1
Himachal Pradesh,Kinnaur,31.591916,78.332833,2803.0,58.37668011471202,hilly,SRTM30m,2.0,19.0,20.0,15.0,8795.0,4339358.0,2.0,7.7855937662664,1
Himachal Pradesh,Kullu,31.877796,77.450549,3692.0,35.382426095215735,hilly,SRTM30m,2.0,20.0,20.0,15.0,9186.0,4355938.0,2.0,7.7855937662664,1
Himachal Pradesh,Lahul And Spiti,32.501624,77.578993,4489.0,13.685591436509576,hilly,SRTM30m,2.0,21.0,22.0,16.0,9832.0,5157910.0,2.0,7.7855937662664,1
Himachal Pradesh,Mandi,31.651535,77.009086,1496.0,9.20293403238055,non_hilly,SRTM30m,2.0,22.0,20.0,15.0,9186.0,4355938.0,2.0,7.7855937662664,1
Himachal Pradesh,Shimla,31.239696,77.712694,1923.0,21.296076478152425,non_hilly,SRTM30m,2.0,23.0,22.0,16.0,8961.0,4637558.0,2.0,7.7855937662664,1
Himachal Pradesh,Sirmaur,30.699347,77.44934,1531.0,8.872649167961457,non_hilly,SRTM30m,2.0,24.0,19.0,13.0,4645.0,8355958.0,2.0,7.8036502762015,1
Himachal Pradesh,Solan,31.056641,76.849896,928.0,13.731085298781462,non_hilly,SRTM30m,2.0,25.0,19.0,14.0,9713.0,5446758.0,2.0,7.7855937662664,1
Himachal Pradesh,Una,31.583109,76.235688,480.0,3.211866080458959,non_hilly,SRTM30m,2.0,26.0,19.0,15.0,9701.0,5547967.0,2.0,7.7855937662664,1
Haryana,Ambala,30.343491,76.950246,281.0,0.2486982471113773,non_hilly,SRTM30m,6.0,58.0,13.0,12.0,3000.0,5811241.0,2.0,7.7855937662664,1
Haryana,Bhiwani,28.732235,75.893368,221.0,0.1445696156441797,non_hilly,SRTM30m,6.0,59.0,10.0,9.0,2944.0,5171577.0,2.0,7.7855937662664,1
Haryana,Faridabad,28.356718,77.326396,202.0,0.7363586333080571,non_hilly,SRTM30m,6.0,60.0,17.0,12.0,4392.0,7292683.0,2.0,7.8036502762015,1
Haryana,Fatehabad,29.53536,75.575095,214.0,0.1795551953797126,non_hilly,SRTM30m,6.0,61.0,9.0,8.0,2931.0,5171517.0,2.0,7.7855937662664,1
Haryana,Gurugram,28.37021,76.941873,242.0,0.4948112665657885,non_hilly,SRTM30m,6.0,62.0,12.0,8.0,3853.0,7224166.0,2.0,7.8036502762015,1
Haryana,Hisar,29.239554,75.817576,216.0,0.1548675753948925,non_hilly,SRTM30m,6.0,63.0,12.0,10.0,2969.0,5171577.0,2.0,7.7855937662664,1
Haryana,Jhajjar,28.597664,76.650942,214.0,0.3619419931385598,non_hilly,SRTM30m,6.0,64.0,11.0,8.0,2895.0,4224166.0,2.0,7.7855937662664,1
Haryana,Jind,29.450225,76.235041,225.0,0.1038852723118904,non_hilly,SRTM30m,6.0,65.0,10.0,8.0,2117.0,4710166.0,2.0,7.7855937662664,1
Haryana,Kaithal,29.853611,76.468939,238.0,0.1374993505114334,non_hilly,SRTM30m,6.0,66.0,9.0,8.0,2468.0,5088000.0,2.0,7.7855937662664,1
Haryana,Karnal,29.704674,76.915945,247.0,0.1555796923545865,non_hilly,SRTM30m,6.0,67.0,14.0,12.0,2667.0,4779558.0,2.0,7.7855937662664,1
Haryana,Kurukshetra,30.060721,76.76308,253.0,0.1134193793939493,non_hilly,SRTM30m,6.0,68.0,10.0,9.0,2132.0,4711041.0,2.0,7.7855937662664,1
Haryana,Mahendragarh,28.133108,76.168054,291.0,0.2724129416907119,non_hilly,SRTM30m,6.0,69.0,7.0,7.0,2537.0,4133577.0,2.0,7.6772792647922,1
Haryana,Panchkula,30.699647,76.987661,598.0,13.89342667831494,non_hilly,SRTM30m,6.0,70.0,15.0,13.0,9333.0,5426758.0,2.0,7.7855937662664,1
Haryana,Panipat,29.347831,76.887045,234.0,0.1033545715688144,non_hilly,SRTM30m,6.0,71.0,13.0,10.0,3475.0,4778623.0,2.0,7.7855937662664,1
Haryana,Rewari,28.218388,76.581406,241.0,0.2725399446062493,non_hilly,SRTM30m,6.0,72.0,10.0,9.0,3059.0,5050683.0,2.0,7.7855937662664,1
Haryana,Rohtak,28.890426,76.587099,224.0,0.3629420730829296,non_hilly,SRTM30m,6.0,73.0,11.0,9.0,2117.0,4745166.0,2.0,7.7855937662664,1
Haryana,Sirsa,29.607688,74.902191,198.0,0.1618254742828078,non_hilly,SRTM30m,6.0,74.0,9.0,8.0,2931.0,5171517.0,2.0,7.7855937662664,1
Haryana,Sonipat,29.041419,76.9227,225.0,0.2731630752412782,non_hilly,SRTM30m,6.0,75.0,13.0,9.0,3951.0,7747166.0,2.0,7.8036502762015,1
Haryana,Yamunanagar,30.212838,77.287524,285.0,0.2081663948882771,non_hilly,SRTM30m,6.0,76.0,19.0,16.0,3167.0,5080758.0,2.0,7.7855937662664,1
Haryana,Nuh,27.993493,77.040841,189.0,0.2750425516790027,non_hilly,SRTM30m,6.0,604.0,14.0,10.0,4895.0,8087683.0,2.0,7.8036502762015,1
Haryana,Palwal,28.059649,77.322736,193.0,0.1693630816186755,non_hilly,SRTM30m,6.0,619.0,17.0,12.0,4392.0,7292683.0,2.0,7.8036502762015,1
Haryana,Charki Dadri,28.600137,76.112524,226.0,0.4956562464290763,non_hilly,SRTM30m,6.0,701.0,7.0,6.0,1804.0,3785060.0,2.0,7.7855937662664,1
Jharkhand,Bokaro,23.69908,85.990717,271.0,2.2669677575113885,non_hilly,SRTM30m,20.0,322.0,18.0,14.0,15868.0,23178017.0,2.0,7.8036502762015,1
Jharkhand,Chatra,24.096834,84.867588,473.0,1.3512025654442403,non_hilly,SRTM30m,20.0,323.0,16.0,14.0,6381.0,13020123.0,2.0,7.8036502762015,1
Jharkhand,Deoghar,24.330059,86.719575,241.0,0.7193363664738476,non_hilly,SRTM30m,20.0,324.0,21.0,14.0,8310.0,39430114.0,2.0,7.8036502762015,1
Jharkhand,Dhanbad,23.84473,86.461645,231.0,1.2698853803462864,non_hilly,SRTM30m,20.0,325.0,20.0,15.0,17385.0,47878017.0,2.0,7.8036502762015,1
Jharkhand,Dumka,24.317326,87.275155,162.0,1.8597871534535169,non_hilly,SRTM30m,20.0,326.0,23.0,15.0,7820.0,40110017.0,2.0,7.8036502762015,1
Jharkhand,East Singhbum,22.613899,86.382505,192.0,4.86625811941503,non_hilly,SRTM30m,20.0,327.0,24.0,16.0,16089.0,24601817.0,2.0,7.8036502762015,1
Jharkhand,Garhwa,24.053084,83.653081,334.0,3.809739567820868,non_hilly,SRTM30m,20.0,328.0,21.0,16.0,6953.0,15778123.0,2.0,7.8036502762015,1
Jharkhand,Giridih,24.331812,86.160541,360.0,0.8025656604641798,non_hilly,SRTM30m,20.0,329.0,21.0,16.0,18141.0,47552220.0,2.0,7.8036502762015,1
Jharkhand,Godda,24.864342,87.298523,99.0,0.4612644795613267,non_hilly,SRTM30m,20.0,330.0,23.0,16.0,8491.0,38685123.0,2.0,7.8036502762015,1
Jharkhand,Gumla,23.158824,84.45994,669.0,7.554761468097279,non_hilly,SRTM30m,20.0,331.0,18.0,14.0,16003.0,23666017.0,2.0,7.8036502762015,1
Jharkhand,Hazaribagh,24.088202,85.470583,582.0,0.5198555852545066,non_hilly,SRTM30m,20.0,332.0,19.0,16.0,16323.0,23482220.0,2.0,7.8036502762015,1
Jharkhand,Jamtara,23.981072,86.923719,185.0,0.6691336202018998,non_hilly,SRTM30m,20.0,333.0,23.0,16.0,17611.0,50025017.0,2.0,7.8036502762015,1
Jharkhand,Koderma,24.542058,85.693667,360.0,3.0279407003558685,non_hilly,SRTM30m,20.0,334.0,18.0,15.0,6520.0,13482220.0,2.0,7.8036502762015,1
Jharkhand,Latehar,23.687152,84.498109,403.0,0.9878982638387348,non_hilly,SRTM30m,20.0,335.0,17.0,13.0,6194.0,13656017.0,2.0,7.8036502762015,1
Jharkhand,Lohardaga,23.477119,84.699208,640.0,0.6325399814177484,non_hilly,SRTM30m,20.0,336.0,16.0,13.0,15380.0,22848017.0,2.0,7.8036502762015,1
Jharkhand,Pakur,24.532852,87.594399,103.0,1.6001254981525583,non_hilly,SRTM30m,20.0,337.0,20.0,14.0,7768.0,38478017.0,2.0,7.8036502762015,1
Jharkhand,Palamu,24.218802,84.174196,273.0,3.471632165449813,non_hilly,SRTM30m,20.0,338.0,16.0,13.0,5805.0,13023123.0,2.0,7.8036502762015,1
Jharkhand,Ranchi,23.300599,85.375409,643.0,0.3636825623526616,non_hilly,SRTM30m,20.0,339.0,18.0,15.0,15530.0,23373017.0,2.0,7.8036502762015,1
Jharkhand,Sahebganj,25.031975,87.69411,199.0,9.98492889385661,non_hilly,SRTM30m,20.0,340.0,25.0,17.0,8656.0,39195123.0,2.0,7.8036502762015,1
Jharkhand,Saraikela Kharsawan,22.823027,85.919264,336.0,6.7897246398655575,non_hilly,SRTM30m,20.0,341.0,20.0,15.0,15459.0,23624317.0,2.0,7.8036502762015,1
Jharkhand,Simdega,22.589989,84.546481,508.0,4.114022210843769,non_hilly,SRTM30m,20.0,342.0,23.0,17.0,16327.0,29186017.0,2.0,7.8036502762015,1
Jharkhand,West Singhbhum,22.427733,85.533614,426.0,1.0255925846063088,non_hilly,SRTM30m,20.0,343.0,26.0,21.0,15818.0,28746817.0,2.0,7.8036502762015,1
Jharkhand,Khunti,22.928995,85.281667,588.0,3.0404023343229007,non_hilly,SRTM30m,20.0,606.0,17.0,14.0,15386.0,22863017.0,2.0,7.8036502762015,1
Jharkhand,Ramgarh,23.692713,85.521281,375.0,0.9773986172226192,non_hilly,SRTM30m,20.0,607.0,16.0,14.0,15497.0,23108017.0,2.0,7.8036502762015,1
Jammu & Kashmir,Anantnag,33.809383,75.254123,1708.0,1.896301710204443,non_hilly,SRTM30m,1.0,1.0,10.0,9.0,7585.0,2630087.0,2.0,7.7855937662664,1
Jammu & Kashmir,Budgam,33.90543,74.623683,2306.0,6.726263089087807,non_hilly,SRTM30m,1.0,2.0,8.0,8.0,1106.0,1305087.0,2.0,7.7855937662664,1
Jammu & Kashmir,Baramulla,34.170177,74.311758,1599.0,8.183266371977,non_hilly,SRTM30m,1.0,3.0,8.0,8.0,1106.0,1305087.0,2.0,7.7855937662664,1
Jammu & Kashmir,Doda,33.135722,75.602105,849.0,2.5345849319890474,non_hilly,SRTM30m,1.0,4.0,15.0,12.0,8829.0,4666022.0,2.0,7.7855937662664,1
Jammu & Kashmir,Jammu,32.769719,74.92207,324.0,3.405306167199693,non_hilly,SRTM30m,1.0,5.0,12.0,11.0,7629.0,2631022.0,2.0,7.7855937662664,1
Jammu & Kashmir,Kathua,32.583164,75.611836,717.0,3.863403119412084,non_hilly,SRTM30m,1.0,7.0,19.0,13.0,9617.0,5029539.0,2.0,7.7855937662664,1
Jammu & Kashmir,Kupwara,34.519461,74.221769,1634.0,1.170970618844229,non_hilly,SRTM30m,1.0,8.0,6.0,6.0,1055.0,1302180.0,2.0,7.7855937662664,1
Jammu & Kashmir,Poonch,33.768776,74.014548,1129.0,3.5022439328363104,non_hilly,SRTM30m,1.0,10.0,9.0,9.0,1134.0,1306022.0,2.0,7.7855937662664,1
Jammu & Kashmir,Pulwama,33.940584,75.03431,2172.0,19.69031093979215,non_hilly,SRTM30m,1.0,11.0,9.0,9.0,6854.0,1380087.0,2.0,7.7855937662664,1
Jammu & Kashmir,Rajouri,33.267118,74.351474,1128.0,12.376561115268307,non_hilly,SRTM30m,1.0,12.0,11.0,10.0,7613.0,2631022.0,2.0,7.7855937662664,1
Jammu & Kashmir,Srinagar,34.116891,74.790205,1581.0,0.045045045045045,non_hilly,SRTM30m,1.0,13.0,7.0,7.0,1099.0,1305087.0,2.0,7.7855937662664,1
Jammu & Kashmir,Udhampur,32.907941,75.333379,1822.0,25.774956078140494,non_hilly,SRTM30m,1.0,14.0,13.0,11.0,8029.0,2666022.0,2.0,7.7855937662664,1
Jammu & Kashmir,Kishtwar,33.61654,75.879884,4547.0,29.70288157465561,hilly,SRTM30m,1.0,620.0,14.0,10.0,9219.0,4728604.0,2.0,7.7855937662664,1
Jammu & Kashmir,Ramban,33.316457,75.192927,1111.0,28.578529579890795,non_hilly,SRTM30m,1.0,621.0,11.0,10.0,7613.0,2631022.0,2.0,7.7855937662664,1
